2550,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,有多处磕碰、掉漆,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
2880,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,经常使用，完好有细微划痕,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
1820,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,屏幕有裂痕、缺角、碎裂,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
2880,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,经常使用，显示正常轻微亮黑点,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
1820,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,显示异常，有色斑、漏光、花屏,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
1090,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件,机身进水
1090,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件,严重维修
2330,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件,硬盘损坏、健康度低、硬盘锁
2660,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件,键盘外观磨损、功能异常
2330,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件,无电池，电池鼓胀或不供电
2660,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件,触摸板外观磨损、功能异常 
2330,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件,接口功能异常
3650,苹果 15年 12寸 MacBook,固态硬盘256GB,1.3GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
4140,苹果 15年 12寸 MacBook,固态硬盘512GB,1.3GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
4010,苹果 15年 12寸 MacBook,固态硬盘512GB,1.2GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
3190,苹果 15年 12寸 MacBook,固态硬盘120GB-192GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
720,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,蓝屏、死机、不能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
180,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,无法开机,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
3210,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无磕碰掉漆，有轻微划痕,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
3060,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,仅有1-2处磕碰掉漆,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
2550,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,有多处磕碰、掉漆,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
2880,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,经常使用，完好有细微划痕,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
1820,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,屏幕有裂痕、缺角、碎裂,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
2880,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,经常使用，显示正常轻微亮黑点,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
1820,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,显示异常，有色斑、漏光、花屏,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件
1090,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件,机身进水
1090,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件,严重维修
2330,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件,硬盘损坏、健康度低、硬盘锁
2660,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件,键盘外观磨损、功能异常
2330,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件,无电池，电池鼓胀或不供电
2660,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件,触摸板外观磨损、功能异常 
2330,苹果 15年 12寸 MacBook,固态硬盘256GB,1.1GHz Intel Core M,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,Intel HD 5300,8GB,无硬件锁,显卡功能正常,不缺件,接口功能异常
